Name,Gender,Movies,Picture
Jörg Buttgereit,Female,1,/bCduQUUgtES1Gv2dN6fKUDnwr2X.jpg
Keenen Ivory Wayans,Male,4,/4uCVzk6JrNflrqWyzkPhLuwZzoC.jpg
Michelangelo Antonioni,Male,2,/3RVFfBJaT9aem8LxIqtvZ60q7sY.jpg
Kunihiko Yuyama,Female,4,/9z3LqqCMRZWyptfIZnlAdG7CnaZ.jpg
Sam Wanamaker,Male,1,/aE8H0qNiON4ZN1r7KDBgPuDSA73.jpg
Britt Allcroft,Female,1,/2AY5uVfk7qUP5OmGW44gofCpBwh.jpg
Patrice Leconte,Male,2,/dvtsf5ZlmnDOv1AIrG3kvM0tWZ2.jpg
David McNally,Male,1,/zDWpttAr1LAYj7uuOA0LCWO76TU.jpg
Nigel Cole,Male,1,/2CIcwfX3zzzTYqUPUQzKdnUgQl7.jpg
Don Coscarelli,Male,1,/zuwHEQlrZ78P1PudZsPO2DfS6KA.jpg
Chantal Akerman,Female,1,/AnQ5qy7X33w0QgKpTq5yVOfnBIs.jpg
Saul Rubinek,Male,1,/1gsXmCmJIegqK0U8dwLz005UM0.jpg
Chi Muoi Lo,Female,1,/mlBxR3PuzUappuaIvKv9ebgOebo.jpg
Valerie Breiman,Female,1,/uJFnUHB265pnaNVrPqUkC2s3Ln0.jpg
Douglas Aarniokoski,Male,1,/dQ5FUVrjKNzXEADBCg3DDSWewhW.jpg
Christopher McQuarrie,Male,1,/b2zCcMMd0cawVhYjmSwICu2eTRu.jpg
Bruce Paltrow,Male,1,/nhcgRo6wVYZf1jzNzxgmng1w5lW.jpg
Craig Mazin,Male,1,/c59ILZnJ8RHlVvRLzIm1Viu9l0k.jpg
Fina Torres,Female,1,/5KKwRbEFjZInSKsoNfh1iTZWEIk.jpg
Jason Priestley,Male,1,/skXfFcbZWPOBomGBSTMfiyzgi6q.jpg
Greg Berlanti,Male,1,/AbocIYSo4KXx7nT6lz2dj3qMD8H.jpg
Karyn Kusama,Female,1,/6KlEWWO7aZE6MZtExVZKoQ6Ddzs.jpg
William Asher,Male,2,/tZw2tQwUHBTgwNjR0lWpdzliRAr.jpg
Edward Bernds,Male,2,/n061MNq2CTLDyuxxy24jh8sthFk.jpg
Charles Barton,Male,3,/guy21POXvRpGhvA4SwWycWMzXkm.jpg
Jack Arnold,Male,5,/3iuVO7TDbAI4TpUmgNgZyrnj6ch.jpg
James Whale,Male,3,/f3qBaDpjvWku9LpazuZjs8aUEW0.jpg
Mamoru Hosoda,Male,1,/oh1GS6x8cdGkyL4QPKmpMSaD6Wu.jpg
Raymond De Felitta,Male,1,/nM5EwzXwVGWgFL50c4Bj5rvvsFc.jpg
Tom Laughlin,Male,2,/o8e43sIbLVBOewpgXyyO5IcKRkk.jpg
George Pal,Male,2,/sqClVTgeuJZ69eg5YwqTxRPlWMo.jpg
Charles Walters,Female,6,/vs5meUlbUPsHmSEbLLveuCiYl7T.jpg
Harold Ramis,Male,3,/dFERLL9HGBw9xGMwDQRuhUgAneI.jpg
Uli Edel,Female,6,/d4UsOWPEgbNsuaQ7MUMPW11MYbe.jpg
McG,Male,1,/hT0I4rLSOhIQoEYuYAP4tG16AjH.jpg
Steven Brill,Male,3,/9CpoLVxDKV2XRF3rigTNSVimJK1.jpg
Don Roos,Male,1,/xPnPpnylece1hzz2uUPbvbEHXZV.jpg
Kevin Macdonald,Male,2,/k46Er5HaZ8FqbNEpBXf9FlnxxOX.jpg
Courtney Solomon,Male,1,/hLZpb39CB97wwoLGfxgEDdyYq2s.jpg
Montxo Armendáriz,Male,1,/z8XgK3PgcFlLaD5oG6sV3WN9vTa.jpg
Yahoo Serious,Male,1,/pe2eKvE4PpdMhmNCIylDjoQhg2o.jpg
Danny Leiner,Male,1,/baaonHW8JdQXyuQJODB0UvQfTAi.jpg
Robert Zemeckis,Male,1,/isCuZ9PWIOyXzdf3ihodXzjIumL.jpg
Lee Myung-Se,Female,1,/1WZ7Ag2IEXFTLqrDw6Z916lPKHP.jpg
Patrick Lussier,Female,2,/xBZm3o2FtAH0RjEdmAau8OqkoZg.jpg
Billy Bob Thornton,Male,2,/gPCPKXh7HvobcrldRGj5QchW34p.jpg
Ronald F. Maxwell,Male,3,/xnQ6kOyxKW8pkwB4z591dhHosxT.jpg
Ted Nicolaou,Male,2,/gehY5K8zUHwozdt4o1qFg3tbPGY.jpg
George Gallo,Male,3,/29MCvgcfn5jm2ExpS3BXSFxadrJ.jpg
Chen Kuo-Fu,Female,2,/pJwwGZQU8lA83HAb2zfG6FbUK8W.jpg
Anne De Salvo,Female,1,/8DyB3DXtguR84ooks2IB6R3PV6L.jpg
Adam Shankman,Male,1,/alYdaxIYDvJZFnVrM2n01jcafKo.jpg
Liv Ullmann,Female,1,/5u8fikv8ANDx5FJhLtvhZmBZtRa.jpg
Adam Brooks,Male,1,/yUyhsz2KZ87ePFxyQGeW9FjoGZ6.jpg
Jean-François Laguionie,Female,1,/fVkg0k26eKC28hqvr64wnhui4PX.jpg
Dominik Moll,Female,1,/bBhJLHCN0YWEn9m0BsRiqILxWzB.jpg
Elaine May,Female,3,/M7oaIKjniVFr0rXWX1FFS2yGVV.jpg
Terry Winsor,Male,2,/jxIs3HttVyP84mBi3Ze3vbfdvEW.jpg
Wong Kar-wai,Male,2,/zLngBAag9DSKtSAOWcfsFtEU3i5.jpg
Alex Winter,Male,2,/yHtymrjOTwB82EnpPgQjIgAXdTN.jpg
Agnès Jaoui,Female,2,/5iapBWdu5lnnZ0hLOFVYPY2yslB.jpg
Chris Weitz,Female,1,/xlnVbsnoP3PZCjEa2d99ETVLAFB.jpg
Paul Weitz,Male,2,/u6VYkIxricoJ31MkmljXs2ZCSFQ.jpg
Harry Sinclair,Male,1,/pschEUtdkA5rv1Z0oEKfUswUs3g.jpg
Demian Lichtenstein,Male,1,/pAzBvin4xjSQffvOHcjWd7r5Xh9.jpg
Gore Verbinski,Male,1,/bV0rGSPrK4AUvODjB3zMAwDdeIf.jpg
Lee Stanley,Male,1,/726ZcBCxW6jDiACQlCtDjFKd3gv.jpg
Ralph Nelson,Male,6,/zRZtocgGZvCFwlNB1UOEREHYLNw.jpg
Delmer Daves,Male,2,/l5oNQDoPSEhiKvUmRMldt5QE9hC.jpg
Michael Powell,Male,5,/gkHgrKa834PZVqAQ5kSs8Cn0pXv.jpg
Emeric Pressburger,Male,4,/byPJw21EY1pUWHJtthCs7wUtvoA.jpg
Jimmy T. Murakami,Female,1,/j7tshTdriMIExxJIiNXkW2bMeB.jpg
Sheldon Lettich,Male,3,/ecORUrI7PKBO3Mm0aVjen1dSng6.jpg
Burt Reynolds,Male,3,/g5AyPAhdr5OtHVRGLD3i8Gw4oas.jpg
Joe Roth,Female,2,/lUtmB3mtMPrA5hhoEwZBeX1U5uL.jpg
J.B. Rogers,Female,1,/rL2r7j20Aq2JRWeDpTpk35YxUzb.jpg
Alejandro González Iñárritu,Male,3,/qWrltG9e0ssM3Y9pF86EAgteKHu.jpg
Laurie Gwen Shapiro,Female,1,/fPtAyy8Ir2RaTvMdmiNYNvxqadc.jpg
Lee Tamahori,Male,2,/prKk2YCHZhp9ChoWOPEFRDsJhcv.jpg
Richard Dutcher,Male,1,/g3xWMdMM4SnK6NPRhj4Aj0R7NqE.jpg
Ann Hu,Female,1,/4wiyf0ODjyH6lqFtcrta49LkfxR.jpg
Jonas McCord,Male,1,/zqKtO5T91xfJq6uqMfbQQe5dcCE.jpg
Joe Mantegna,Male,1,/vd83KyKwcNrxd6EDcezGv16xhsL.jpg
Harald Zwart,Male,3,/qGXK9H8eBPRWhI8I65fkhz21Pwk.jpg
Shinji Aoyama,Female,1,/1qAbbqg6K50lMzRPQPGFFvf3zkL.jpg
Leni Riefenstahl,Female,1,/imaDmGuvU8mc3c61vg4jMV8UGTl.jpg
Christian Marquand,Male,1,/p1YD5nxNdCKtxJExlN1BIrvNrl4.jpg
Frederick de Cordova,Male,1,/xOhvTodv5fsEWjfNqm3Wbtodb1C.jpg
Leos Carax,Female,1,/xPAPCci3rPc2CDD8ipUWWBZHnOM.jpg
Colin Higgins,Male,1,/3JErvVcldUos3wrQeuAizrDlAkZ.jpg
Kristian Levring,Female,2,/9BoGTgDyRyRW51JgXaCl5gmVNYC.jpg
Amos Kollek,Female,1,/A2xfE2BcS0ETv5vhNswlC5SGOAk.jpg
Jacques Doillon,Male,1,/ghoI2Ki1nZDjqvZAMea9G4uPygt.jpg
Burt Lancaster,Male,1,/bpAkekuIvKhh9L9Rean3fBznSy5.jpg
Michael Nankin,Male,1,/bBxx66EjT34dDj4r9za5L0r0lQp.jpg
Thomas Bezucha,Male,1,/kEoJG7HI8RMGUr3ubRvgwfARzL0.jpg
Alan Cumming,Male,1,/sGlkbGy5yWAKuAOzWVWPMONxM4f.jpg
Jennifer Jason Leigh,Female,1,/tncFH9YfrK2ql1cNXGEkEAJ5zIz.jpg
Jan Hřebejk,Male,2,/oLcqCURY3CLVWppGLOfoQr2Uqdt.jpg
Peter Markle,Male,4,/1fFVurMyXSE742lnz5jCfcNJmCH.jpg
Hermine Huntgeburth,Female,1,/vfnnZWEcjcfu3fmNTrIuC5sqF2u.jpg
John Stockwell,Male,2,/f5vvYpkpJnEdS3txCqTncss7Di6.jpg
Jonathan Glazer,Male,2,/uzxOQxv6DtiEPIl06TWJ9hORKCV.jpg
Dwight Yoakam,Male,1,/pyqKTjGy0m4aBKDqbH4ne8hUwLi.jpg
David Douglas,Male,1,/rxtAr8dtDf7uPBwtPVtZWmpIuPg.jpg
Raoul Peck,Female,1,/nuyFaO0QZ6H303F83q2jMB64TS0.jpg
Lawrence Guterman,Female,2,/txLsjc2oiqHzOmjdm4MG637SCdf.jpg
Tran Anh Hung,Male,2,/xrJKzB1anxjGL8OHCf9ZeRohic5.jpg
Hal Needham,Male,5,/u2JnSd9p1yWLXwEy9pCJ7Wjg2FG.jpg
Jim Drake,Female,1,/2a4iZ2zlCcGzKGwoUQlSWRs6iXl.jpg
F.W. Murnau,Male,3,/1b1z38x56Hns01JDVA7DVw5ReGq.jpg
Bert I. Gordon,Male,6,/8LuoJuUD6qxrvsM3MV0cCVtlChW.jpg
Tommy Chong,Male,2,/9wdlcc5JS36OYd05XBuo8r6F1aq.jpg
Douglas Sirk,Male,4,/8DugkBzRKKNDcspnZRCd10wlXn7.jpg
Alexander Korda,Male,1,/iwUTfD7I6hcBWvx2PdJsCng9xmV.jpg
Elio Petri,Female,2,/km56iuGsoE81nNZw7xyIwqS5Yy3.jpg
Robert Clouse,Male,2,/y4Wd9h5WeOGEEklhCcDYnEQOcKx.jpg
Hironobu Sakaguchi,Female,1,/vvBIwKfRIxuojbdLP5R8rjU0MW2.jpg
Motonori Sakakibara,Female,1,/7bStVvJFRCL17G2MTlCHoLHraKJ.jpg
Robert Luketic,Male,2,/dY7afEugAzZR6m2HwBtcx5TKkVf.jpg
Joel Hopkins,Male,1,/e7oGcQJCHy8fURizZLWjFZYUlfh.jpg
Jon Favreau,Male,1,/sJSGJwGa3hjMlJNUCxF7wQwo7fb.jpg
Mark Osborne,Male,1,/uX4TukmZ2bqo164mtE1TEKnQSu1.jpg
Ben Stassen,Male,3,/6KI4vHAsR3TVHLzQY5ctl1PTbOC.jpg
Aki Kaurismäki,Female,7,/8nQcTzKUmRh6MPprd1n6iOauYPf.jpg
Bud Yorkin,Male,2,/rJLTs2Z8YHV0VzgKGlVQ53XBH7q.jpg
Buddy Van Horn,Male,2,/i4aTK9tiPHaOXdskrpuvMXbUyLG.jpg
Michael Dinner,Male,2,/v6WBnSPVNMCO99mnCirUFn4ajRR.jpg
Bob Swaim,Male,1,/cdzvdWCqcWRqGfa9PI4RtmB1TRF.jpg
Percy Adlon,Male,2,/dhcxBxW4PpRpkI5Act6qXshVdpI.jpg
Boaz Davidson,Male,2,/otx19f3Nuzkfy2PWovnEgaM3qv7.jpg
Robert Greenwald,Male,4,/rj5ViWRRIDccVsr0DZ41aDHbHeC.jpg
Rip Torn,Male,1,/rzGaoGikjMuLDruABKdLcQLtkZk.jpg
Paul Bogart,Male,4,/bJwRt7RbOPEGqTZsUmMdFjuFSY9.jpg
Sam Firstenberg,Male,2,/dQMlSSxz30KvnPGyMKXjTFYbJGc.jpg
Gary David Goldberg,Male,1,/89H8vQFSsnnpGpbIR162NVzOSCP.jpg
Dave Thomas,Male,2,/qWQ330du0Uu1Q8wAq9hMoYmOJ5Q.jpg
John Milius,Male,2,/uBNb69DEc84IZxKD1bdo8Ex2j6j.jpg
Eddie Murphy,Male,1,/bsi706zdqs0KAPdOsqz6AkLNcFF.jpg
Andrei Konchalovsky,Male,2,/6RzqNCx3ZaFCrVN7cfpB0trhdEQ.jpg
Jean-Claude Van Damme,Male,1,/aqZ9RjL5j44HMlBMvTaawhHiGOH.jpg
David Worth,Male,1,/eelvhT2xXPSrk1ANkFZFwUFHegc.jpg
Thomas J. Wright,Female,1,/9mAgimzp4CbzPRGPBfPirM87seb.jpg
Takeshi Kitano,Male,4,/xkXZ7HC8uyhu5MtNnbdP8mhdiFN.jpg
Kiyoshi Kurosawa,Male,2,/fK7pieTcFLwQ07wdUi2Pms6BD95.jpg
Samantha Lang,Female,1,/1LzQxbuIkj45xVEGZZeW1IophXA.jpg
Alejandro Jodorowsky,Female,3,/uq1sjIIPxKZnXwDcfi3cZojJ9XE.jpg
Michael Caton-Jones,Male,3,/oKzuAA9S6VAb0qkmD9v8Z30jGSf.jpg
Paul Bartel,Male,1,/7Kj1Y9V8lfnFXHkjf30H8d3ylQA.jpg
Jeroen Krabbé,Female,1,/A5Mks6zi6Xzt9A8fxBWc3wdlvhx.jpg
Karel Reisz,Male,6,/i7eF9OIZGS2GwTAgpbX3JPvdOBq.jpg
Michael Cristofer,Male,2,/7FbuXmO6dtQ9ZXoon3mth1j9PZV.jpg
Claire Denis,Female,4,/bifT0inBvrNxLbLslWdgAfsajuF.jpg
Édouard Molinaro,Male,1,/iSASO2TSZl5wtVRbjbzLSq8XJUu.jpg
Joshua Logan,Male,2,/2ywCSjYwYhpojIwKXZcSCXVxzKa.jpg
Steven M. Martin,Female,1,/jXyiVQnF4KofwiT0KuLmSoFtaAW.jpg
Julie Davis,Female,2,/tVU970tt5og2GQCvAwGGTc5nNNV.jpg
Ben Elton,Male,1,/7ftSsZ30pgAqkz9ooNvkqwyOEd0.jpg
Patrik-Ian Polk,Male,1,/4rD66hCqrfsmGZlMQCUBABBYU1k.jpg
Tim Blake Nelson,Male,2,/tWHHEnnoEU6aNaiFRvl1WLfNTvB.jpg
Richard Wenk,Male,1,/gRwUXjySs6KjdQxJSv8U8Ish0dJ.jpg
Robin Hardy,Male,1,/qpaluWgurG8TbCT05OW18aum39b.jpg
Michael Cuesta,Male,1,/n3iTN6e1Bq13WlalqddULpsnEUn.jpg
Daniel Sackheim,Male,1,/wSMRjEWrrYFUDd1KQCJvW2cAvh3.jpg
Brian Trenchard-Smith,Female,2,/anSaodAfiDTQy9ycXHG7sxPx0QV.jpg
Vladimir Menshov,Male,1,/uFcUO36vMhZuI4e8KSfM4UckODG.jpg
Dusan Makavejev,Male,1,/4oq21YycW85xbJmJiwMpdeb8rA.jpg
Frank Capra,Female,3,/hvPrtfKnJs9arck1zKGnG8uRkBC.jpg
Rudolph Maté,Male,2,/gEXhYXdu4yOfuiHfvdA04xGDyp4.jpg
Samuel Fuller,Female,5,/yC1rWSkV8crevItmlRz056GOTMf.jpg
Walter Grauman,Male,2,/fs5zC0ny9QIggpbIaI00J6DfLyx.jpg
Nancy Walker,Female,1,/93RuE8xoIMmuWQ4H4qsql1gGiw7.jpg
Catherine Breillat,Female,4,/2oV2Jx2VbtC975ZZQshxuAarlTu.jpg
Christine Lahti,Female,1,/oi8w5nVX1yBiP02uR9qGzD41yxL.jpg
Ben Burtt,Male,1,/nfkHcZkAIGEyJ0m2jtOKaPyqNxu.jpg
Oxide Pang Chun,Male,2,/jrzNMBQjOCw9KZm7wuecQJhf9z9.jpg
Danny Pang,Male,2,/94jelQysVVubgP9DGKR2FSRKY40.jpg
Jonathan Teplitzky,Female,1,/mkvXjucr6iRAB4w9zVt5veoEQln.jpg
Richard Kelly,Male,1,/nHmIALlzcsSu7Uuc4kO34mFb7k2.jpg
Joel Coen,Female,3,/rgVaJNkZCgMarUcZuUAsVfXMWk3.jpg
Robert Guédiguian,Male,1,/wq9bjPzpjCCyDHkePPwYOjRqtgw.jpg
Bobby Farrelly,Male,2,/8rlgvqmsfUiDTfywVGnJbamah03.jpg
Peter Farrelly,Male,2,/gJcM7v6tTOKXfiqhtH3GcCyojgv.jpg
DJ Pooh,Male,1,/rdhmGM82GL5er2N2YmwRPVQxD9U.jpg
Richard Glatzer,Female,2,/thVknEebC2gdAZIuORqxCTN3TEy.jpg
Wash Westmoreland,Female,1,/rTdgTh65G9OolHtM53BwalIwKOf.jpg
Todd Field,Male,1,/34lDArSwBjHFXIfYnLQZWKTTab3.jpg
Gianni Amelio,Male,3,/tHXPXlExztj7MV10UkbWr6w6HYZ.jpg
Sidney Hayers,Male,1,/vlM7fnlZvVoUPyFSl6yHG7Ox87A.jpg
Peter Collinson,Female,1,/otuF1y5f8blaRGnXjCQPn7MunCD.jpg
Anne Bancroft,Female,1,/4VMhut6tvXqXBmMGFRjXbbImAZW.jpg
Brian G. Hutton,Male,2,/cem8wlan7z6amIzoeKmAvC8yRZF.jpg
Kevin Connor,Male,3,/ke8acwv2T9YfIIwPqh5zJg7aBh5.jpg
James Fargo,Male,2,/2dcSiTGfRqVSIvM677q6XZsxK8w.jpg
Steve Carver,Male,1,/mQj6GGZ9s4IGh4qWUjCJBbFar1v.jpg
John Moore,Male,1,/1zFWQ0hCvRgfXlQ3NaUn2HzChBW.jpg
Patrick Stettner,Male,1,/qUKTcUNHzqI34dEzGNX1smwdCki.jpg
Danis Tanović,Male,2,/vjVlIeuNdvpzrrI7I4CYp8fhPdz.jpg
Richard Eyre,Male,2,/zwl4IdDL0331fxZMfHfN1dVpfb1.jpg
Christopher Morahan,Male,1,/eevzRSnXbIJX9Yn0SMmFQCJMd8r.jpg
Lamont Johnson,Male,2,/2RerOy0iKbUtDmzOQrPgfofgMwh.jpg
Jeff Bleckner,Male,1,/8mgbryrtiwKvEeQe8K1aaQP2B04.jpg
Jesse Dylan,Male,1,/An83VcuHDbyNxOoJMj7sOnXyyex.jpg
Frank Darabont,Male,1,/9KVvZtDyy8DXacw2TTsjC9VLxQi.jpg
Michael Mak,Female,1,/e4w4FrHuXTw6Zs3XKdq1WOalVEQ.jpg
Marc Forster,Male,1,/mYpqFeHOKTPXLbZRKQjW1xECycl.jpg
Joseph Losey,Male,4,/5OIfdtROzTqUxUCdzyOe5fM8GXl.jpg
Douglas Trumbull,Male,2,/gBnl4wS6WzKM0egvdtZyBT6L1xs.jpg
Marlon Brando,Male,1,/e2u2Vyy66j2rUL8fyjjHWlYtWLH.jpg
Laurice Guillen,Female,1,/n8nMqvynRiOqLgRY2i2LqMkwtu0.jpg
Wang Xiaoshuai,Male,1,/bHeg0Pf4NZvSCr26CLkV8yxmKED.jpg
Bertrand Blier,Male,3,/wlAFSiO2T5u8KJ1MVdkbRmm11xW.jpg
Shawn Levy,Male,3,/bgu9dR2Xlt6xNgcNRgNWhySvFwV.jpg
David Butler,Male,4,/2MivycBAyVLbLJfZAOtqyFjUCAR.jpg
William A. Seiter,Male,2,/7D6HgXoJdOrlIVyW8cf2EIkVpJZ.jpg
Richard Pryor,Male,1,/hzJ3Q7wDLv4m82eMTbK2tzVzCHG.jpg
Nick Cassavetes,Male,1,/daXFYs1PxFtrAZJv5iLMpqnIGet.jpg
Jay Chandrasekhar,Male,2,/nKk1a0zfIdBWdB8B6IxsEaekqk7.jpg
Arliss Howard,Male,1,/zDBEVA7Skrje3A8bmR2VOJRwkZc.jpg
Larry Fessenden,Male,1,/ry1FD2hv1mop8QzPCVHzpDeCX1z.jpg
John Berry,Male,2,/1iGCs8RZ7riBnwduxeiVlN2AklQ.jpg
Stuart Heisler,Male,1,/tWJPr1ssfIAfOIZ60NYnQ4jlQug.jpg
Lesley Selander,Male,1,/iQMfk2Ujf2AW24XeIFVgLxGicKW.jpg
Kevin Bray,Male,1,/npkd2oUXtUvNPTfN4YDIMsXKznm.jpg
James L. Conway,Male,2,/7gfoRbOunYoA3BiPRnC73xG6mvQ.jpg
Umberto Lenzi,Male,2,/jAjNPuw5E8gRtunpsOsKXKndArE.jpg
William Peter Blatty,Male,1,/nLjSCliAWTFlmtpBudPG6V6fsIL.jpg
Sergio Corbucci,Female,2,/lxvTtIQOGbi7ZLpyCCEMGAinvz5.jpg
Chris Wedge,Male,2,/nilZ2PUXF5ELKftii18OLnAMMz0.jpg
Tom Dey,Male,1,/7YmdGtMlVmxwky3hWcDOPTZ5rv3.jpg
Elie Chouraqui,Male,1,/54XQJoQnmrWEZYDyUvTpnfvfCla.jpg
Justine Shapiro,Female,1,/oHaEWy0xuQFIvhB05kKQmCQ0Qj4.jpg
George Marshall,Male,3,/i1FThWBJ62u2biOcrprrqRjAB9n.jpg
Kenji Misumi,Female,2,/hfccx5RZTHPO9Xm9LRlUGNdVBco.jpg
Marshall Brickman,Male,2,/kgFuTadgTSscJPIWuifG1pAZXf3.jpg
Aleksandr Alov,Male,1,/zmYIEzw9MQXZcxrXHukPTyd10gB.jpg
Vladimir Naumov,Male,1,/vQ5vvG2ihnKKVJ6dPQQA6y1O5xk.jpg
David Hamilton,Male,2,/hP91Qe8wPl4klL67YcXEzHtrXrn.jpg
Fernando Pérez,Female,1,/vQHtZBhSIvM3xMNaMZntRGRgtcw.jpg
Danny DeVito,Male,2,/zKuyzmKzPLG7RJo7lbbHjx6CCZc.jpg
Michael Haneke,Male,4,/uRcHQ895xDeeaXoSRPoPgjbLe9L.jpg
Laurent Cantet,Male,1,/onJlJsEQHDK7j8F59eoUtEy3njL.jpg
Sara Sugarman,Female,2,/verrUEG4Ij3SOpUrQn5CpoKNF9z.jpg
Walt Becker,Male,1,/ioshEghgcfUsaDN2rYfEJDPBUqZ.jpg
Olivier Assayas,Male,2,/ySOOBOK7qSPlmSeLmcFsQaULcwY.jpg
Bill Paxton,Male,1,/53Ln1wTC0OCLzBF4HNlwhMXYgOU.jpg
Peter Bogdanovich,Male,8,/jBmV2Q5htw1TEBABPuCc5BeBn9h.jpg
Joel Zwick,Male,2,/vP5MtUckpCluHWmGzyzDlUdTAvk.jpg
Tom Gries,Male,1,/fkwSgh2sEXKMO6okOltFc4CacTH.jpg
John Patrick Shanley,Male,1,/qQkpdZyhoslrX5DcfQuaXp87NQv.jpg
Roberto Rossellini,Male,2,/1MA0o5PyM4u7HLNdk9VpwREAXLv.jpg
Rudy De Luca,Female,1,/93Tmn57Jv3qCebO0H8tM8nEICGn.jpg
Walter Salles,Male,4,/k3XHgm0f9nJK3ugilBqlm0tHfsw.jpg
James Isaac,Male,1,/j1j2q5iVzPptPNr1p9NluULP89L.jpg
Stacy Peralta,Male,2,/56oODqWAkLnV53a92LIQOMxqHfb.jpg
Christine Jeffs,Female,2,/n7Ni5nhnutHTK4tz3klIjogu2K0.jpg
Henry Barrial,Female,1,/kYjigtnXPUV143xnzc8HVGfqaZM.jpg
Bryan Johnson,Male,1,/ruIEWCZe6o5iP5DATqepXty2emn.jpg
Tom Mankiewicz,Male,2,/ldYH2f8UPevGExyCzwN7Mn3ZPjZ.jpg
Bill Rebane,Male,1,/mpzUK1XuTR1O8KNZjbCkfLNfChd.jpg
Charles Haid,Female,1,/Wna0bUskkYJAMFY5UiJMUbPG93.jpg
Ken Olin,Male,1,/8HapOr9uNc7rEwNq7bavZXy1r5G.jpg
Ed Decter,Male,1,/q3pmlVwiAUeDVufLEcSI3qma7Ut.jpg
Danièle Thompson,Female,1,/iZ87eYEoy9rM2oRHCSLNAriX3o3.jpg
Finn Taylor,Male,1,/hqY8XApmegYI32F6pD64A3alK5e.jpg
Jan Svěrák,Female,1,/mo8g4c3LpGFTTZDof5v2Qd9awwe.jpg
Anatole Litvak,Male,4,/dwFC6oB4TC7ACFAtfII1dGXJZql.jpg
Andy Wolk,Male,1,/8JJ6i6lFCWsXAHdpwlInraVCS7u.jpg
Nicole Holofcener,Female,1,/6u86XfYTkAaGfj1C3bT8arWVw4D.jpg
John Stainton,Male,1,/edlP8AmPyRL20K9H9Sc0VrgU6aU.jpg
Shunji Iwai,Male,1,/tidlYgRReWLjzyvX9YmMVkUTmsM.jpg
Yvan Attal,Male,1,/kSP1gv3n06amj8zoajm8Gam5Mzl.jpg
Peter H. Hunt,Male,1,/3t6mpnQzzDTgyiS3YdHPiuGBbR2.jpg
Charles B. Pierce,Male,1,/61DWczaUXrrhmR2jumhOd1Mb8oJ.jpg
Rick Rosenthal,Female,3,/wObA3tDXNPNnz7UQrIuFTkIZmvI.jpg
Ellory Elkayem,Male,1,/5xrIzpPUiOJnuolrTGWt5nyU6io.jpg
James Frawley,Male,1,/2mIAtwNYmCOb599FVkAXDX8uDWg.jpg
Leslie H. Martinson,Male,2,/hNZjkyduFEkuiRpSA4ySafR44B2.jpg
Daniel Mann,Male,4,/7v2p42NlK1erhSfoK9KoabeHqI0.jpg
Stanley Kwan,Male,1,/qiBgGnSLNbW2pWE4hkbOb94wS8m.jpg
Roy Andersson,Male,1,/d6YKrViriCo6VrvCa3Y14Z2qWj1.jpg
Kim Ki-duk,Male,2,/mQnlRxDEEwwMeqn9vBT1HcQ8Ztx.jpg
Mark Romanek,Male,1,/dmbZEZvMhuuv4UOY1AnnUHCNbC5.jpg
Robert Englund,Male,1,/h4LEgXsvbfmIbwktkiGWNwwtr8q.jpg
Deepa Mehta,Female,2,/ngCqGJQOKvimQ1UEkTOv5xLsGvP.jpg
Lew Landers,Male,1,/cMnGcXsZptyy0uHQnfxisA9n07L.jpg
Michael Wadleigh,Male,2,/ihLtYHAHS5197jTNEo4OqBzYtdg.jpg
Vicente Aranda,Male,2,/npkQpgXnpvIUcc6vyabqBNWq0is.jpg
René Clair,Male,2,/PjvHtJguNwRl2d7SWqWLmxZfwg.jpg
Patricio Guzmán,Male,1,/u0fXKSw88BHJs53uspQuykfx5Ck.jpg
Tim Story,Male,1,/30HZn70vyclGRRn5AU3szpKyfgC.jpg
Louis Leterrier,Male,1,/54rsjgcmdZj2wymmKy3FPRgkrie.jpg
Corey Yuen Kwai,Female,4,/uLRXQt1LlTfbYtm0kMLC8KSvHxN.jpg
Zhang Yang,Female,1,/keAHnRO4H89MHKPjGJI3LzJjzsR.jpg
Mike Binder,Male,2,/hL6czBnd0umt4a7KwFwQLBKqiAh.jpg
Alexander Mackendrick,Male,1,/ydhfNeN3bHmiFNcGcMS6kATJHEB.jpg
Juan José Campanella,Male,1,/iKVUxd1703lmb6E0jNdHyeuK8ne.jpg
Oliver Hirschbiegel,Male,1,/hvM9iMto24seiLGeJ7LKvCZoiOE.jpg
Wych Kaosayananda,Female,1,/wtKJAZnUBxqYCSjQX4Cmevrzyld.jpg
Bob Dolman,Male,1,/3w3B8b3RkuwVOMjcdVI7W99K1Xt.jpg
Ferzan Ozpetek,Male,2,/wRqKScMvUBNbwYkYipCXfVSOxx1.jpg
Hayao Miyazaki,Male,3,/1OBQPIwR88n49oAEzk47k0fhhOV.jpg
Eugene Jarecki,Male,1,/vd1BNWgDuefwnEC0pl1HJ57WZLn.jpg
Eriq La Salle,Male,1,/iUjzxU9h9omJ9OTVkXreu6Q7YsK.jpg
Fisher Stevens,Male,1,/TutpOyw0A6FF5hEoFDYseI2EVN.jpg
Brad Silberling,Female,1,/4JR2TYCatx5YFACxGB74il7EMhq.jpg
Phil Vischer,Male,1,/tqQLl2HRYOkMETPqgO6v4zJwEZ3.jpg
Mike Nawrocki,Male,1,/1rSsWpWeKAd03AvULIr4UkBCyL6.jpg
